dialect_id,dialect_name,sentence_id,meaning,othography,english,ipa_no_tone,ipa_with_tone,ipa_converted_with_tone,ipa_converted_no_tone
HB,Harbin,1,有一回,有一回,,iou i xuei,iou213-21 i xuei24,iou213-21 i xuei24,iou i xuei
HB,Harbin,2,北风跟太阳在那儿争论谁的本事大,北风跟太阳在那疙儿掰扯谁的章程大,,pei fəŋ kən tˈai iaŋ tsai nei kar pai tʂˈɤ ʂei ti tʂaŋ tʂˈəŋ ta,pei213-21 fəŋ44 kən44 tˈai53 iaŋ tsai53 nei53 kar44 pai44 tʂˈɤ ʂei24 ti tʂaŋ44 tʂˈəŋ ta53,pei213-21 fəŋ44 kən44 tˈai53 iaŋ tsai53 nei53 kar44 pai44 tʂˈɤ ʂei24 ti tʂaŋ44 tʂˈəŋ ta53,pei fəŋ kən tˈai iaŋ tsai nei kar pai tʂˈɤ ʂei ti tʂaŋ tʂˈəŋ ta
HB,Harbin,3,争来争去就是分不出高低来,掰扯来掰扯去就是掰扯不出个高低来,,pai tʂˈɤ lai pai tʂˈɤ tɕˈy tɕiou sʅ pai tʂˈɤ pu tʂˈu kɤ kau ti lai,pai44 tʂˈɤ lai24 pai44 tʂˈɤ tɕˈy53 tɕiou53 sʅ pai44 tʂˈɤ pu tʂˈu44 kɤ kau44 ti44 lai,pai44 tʂˈɤ lai24 pai44 tʂˈɤ tɕˈy53 tɕiou53 sɻ̩ pai44 tʂˈɤ pu tʂˈu44 kɤ kau44 ti44 lai,pai tʂˈɤ lai pai tʂˈɤ tɕˈy tɕiou sɻ̩ pai tʂˈɤ pu tʂˈu kɤ kau ti lai
HB,Harbin,4,这时候路上来了个走道儿的,这时候儿道儿上来了个走道儿的,,tʂɤ ʂʅ xour taur ʂaŋ lai lə kɤ tsou taur ti,tʂɤ53 ʂʅ24 xour taur53 ʂaŋ lai24 lə kɤ tsou213-21 taur53 ti,tʂɤ53 ʂɻ̩24 xour taur53 ʂaŋ lai24 lə kɤ tsou213-21 taur53 ti,tʂɤ ʂɻ̩ xour taur ʂaŋ lai lə kɤ tsou taur ti
HB,Harbin,5,他身上穿着件厚大衣,他身上穿着件厚大衣,,tˈa ʂən ʂaŋ tʂˈuan tʂə tɕian xou ta i,tˈa44 ʂən44 ʂaŋ tʂˈuan44 tʂə tɕian xou53 ta53 i44,tˈa44 ʂən44 ʂaŋ tʂˈuan44 tʂə tɕian xou53 ta53 i44,tˈa ʂən ʂaŋ tʂˈuan tʂə tɕian xou ta i
HB,Harbin,6,他们俩就说好了,他么俩就说好了,,tˈa mən lia tɕiou ʂuo xau lə,tˈa44 mən lia213 tɕiou53 ʂuo44 xau213 lə,tˈa44 mən lia213 tɕiou53 ʂuo44 xau213 lə,tˈa mən lia tɕiou ʂuo xau lə
HB,Harbin,7,谁能先叫这个走道儿的脱下他的厚大衣,谁能先叫这个走道儿的脱下他的厚大衣,,ʂei nəŋ ɕian tɕiau tʂei kɤ tsou taur ti tˈuo ɕia tˈa ti xou ta i,ʂei24 nəŋ ɕian44 tɕiau53 tʂei53 kɤ tsou213-21 taur53 ti tˈuo44 ɕia tˈa44 ti xou53 ta53 i44,ʂei24 nəŋ ɕian44 tɕiau53 tʂei53 kɤ tsou213-21 taur53 ti tˈuo44 ɕia tˈa44 ti xou53 ta53 i44,ʂei nəŋ ɕian tɕiau tʂei kɤ tsou taur ti tˈuo ɕia tˈa ti xou ta i
HB,Harbin,8,就算谁的本事大,就算谁的章程大,,tɕiou suan ʂei ti tʂaŋ tʂˈəŋ ta,tɕiou53 suan53 ʂei24 ti tʂaŋ44 tʂˈəŋ ta53,tɕiou53 suan53 ʂei24 ti tʂaŋ44 tʂˈəŋ ta53,tɕiou suan ʂei ti tʂaŋ tʂˈəŋ ta
HB,Harbin,9,北风就使劲儿地刮起来了,北风就使劲儿地刮起来了,,pei fəŋ tɕiou ʂʅ tɕiər ti kua tɕˈi lai lə,pei213-21 fəŋ44 tɕiou53 ʂʅ213-21 tɕiər53 ti kua213 tɕˈi lai lə,pei213-21 fəŋ44 tɕiou53 ʂɻ̩213-21 tɕiər53 ti kua213 tɕˈi lai lə,pei fəŋ tɕiou ʂɻ̩ tɕiər ti kua tɕˈi lai lə
HB,Harbin,10,不过他越是刮得厉害,不过他越是刮得厉害,,pu kuo tˈa yɛ ʂʅ kua ti li xai,pu24 kuo53 tˈa44 yɛ53 ʂʅ kua213 ti li53 xai,pu24 kuo53 tˈa44 yɛ53 ʂɻ̩ kua213 ti li53 xai,pu kuo tˈa yɛ ʂɻ̩ kua ti li xai
